stcode,stname,ctyname,census2010pop,estimatesbase2010,popestimate2019,npopchg_2019,births2019,deaths2019,naturalinc2019,internationalmig2019,domesticmig2019,netmig2019,residual2019,gqestimates2019,rbirth2019,rdeath2019,rnaturalinc2019,rinternationalmig2019,rdomesticmig2019,rnetmig2019
PA,Pennsylvania,Armstrong County,68941,69059,64735,-617,643,881,-238,0,-378,-378,-1,650,9.8856918831,13.544781569,-3.659089686,0.0,-5.811495384,-5.811495384
PA,Pennsylvania,Beaver County,170539,170531,163929,-653,1506,2071,-565,9,-86,-77,-11,3195,9.1686427547,12.608405807,-3.439763052,0.0547926858,-0.523574553,-0.468781867
PA,Pennsylvania,Bedford County,49762,49776,47888,-206,447,553,-106,4,-103,-99,-1,551,9.3142464212,11.522993895,-2.208747473,0.0833489613,-2.146235753,-2.062886791
PA,Pennsylvania,Berks County,411442,411570,421164,635,4708,3885,823,694,-871,-177,-11,11771,11.186976724,9.2313943445,1.9555823798,1.6490573166,-2.069638217,-0.420580901
PA,Pennsylvania,Westmoreland County,365169,365071,348899,-1560,2869,4435,-1566,42,-8,34,-28,6976,8.2046677095,12.68306075,-4.47839304,0.1201101582,-0.022878125,0.0972320328
PA,Pennsylvania,Wyoming County,28276,28283,26794,-293,259,321,-62,3,-234,-231,0,618,9.6137785119,11.915146341,-2.301367829,0.1113565079,-8.685807613,-8.574451105
PA,Pennsylvania,York County,434972,435015,449058,1211,4868,4121,747,200,291,491,-27,8620,10.855107286,9.1893790312,1.6657282544,0.4459781136,0.6488981553,1.0948762689
SD,South Dakota,Brule County,5255,5255,5297,67,69,41,28,-1,41,40,-1,132,13.109147905,7.7894936829,5.3196542225,-0.189987651,7.7894936829,7.5995060321
SD,South Dakota,Buffalo County,1912,1913,1962,-65,35,37,-2,0,-64,-64,1,3,17.548257709,18.551015292,-1.002757583,0.0,-32.08824267,-32.08824267
SD,South Dakota,Butte County,10110,10112,10429,176,135,98,37,0,142,142,-3,111,13.054830287,9.476839764,3.5779905232,0.0,13.731747413,13.731747413
SD,South Dakota,Campbell County,1466,1466,1376,10,12,6,6,0,6,6,-2,0,8.7527352298,4.3763676149,4.3763676149,0.0,4.3763676149,4.3763676149
SD,South Dakota,Charles Mix County,9129,9131,9292,-39,157,106,51,-1,-90,-91,1,589,16.860870966,11.383772754,5.4770982119,-0.107394083,-9.665467433,-9.772861515
SD,South Dakota,Clark County,3691,3691,3736,10,64,30,34,1,-26,-25,1,489,17.153578129,8.0407397481,9.1128383811,0.2680246583,-6.968641115,-6.700616457
SD,South Dakota,Clay County,13864,13866,14070,87,131,80,51,-1,38,37,-1,2254,9.3394645849,5.7034898228,3.6359747621,-0.071293623,2.7091576658,2.6378640431
SD,South Dakota,Codington County,27227,27225,28009,-24,316,235,81,4,-108,-104,-1,381,11.277256343,8.3865672174,2.890689126,0.1427500803,-3.854252168,-3.711502088
OK,Oklahoma,Pawnee County,16577,16570,16376,20,192,200,-8,4,23,27,1,194,11.731638763,12.220457045,-0.488818282,0.2444091409,1.4053525602,1.6497617011
OK,Oklahoma,Payne County,77350,77347,81784,-388,815,592,223,396,-1014,-618,7,7786,9.9416916734,7.2214496572,2.7202420162,4.8305642977,-12.36917222,-7.538607919
OK,Oklahoma,Pittsburg County,45837,45827,43654,-216,508,616,-108,3,-111,-108,0,2415,11.608244596,14.076139116,-2.46789452,0.0685526256,-2.536447146,-2.46789452
OK,Oklahoma,Pontotoc County,37492,37488,38284,12,487,509,-22,42,-6,36,-2,1700,12.722712785,13.297455457,-0.574742672,1.0972360102,-0.156748001,0.9404880088
OK,Oklahoma,Pottawatomie County,69442,69443,72592,79,846,841,5,20,58,78,-4,3045,11.660521691,11.591606078,0.0689156128,0.2756624513,0.7994211089,1.0750835602
OK,Oklahoma,Pushmataha County,11572,11578,11096,-96,110,144,-34,5,-66,-61,-1,110,9.8707824838,12.921751615,-3.050969131,0.4486719311,-5.92246949,-5.473797559
OK,Oklahoma,Roger Mills County,3647,3647,3583,-63,39,25,14,-1,-76,-77,0,11,10.789874118,6.9165859732,3.873288145,-0.276663439,-21.02642136,-21.3030848
OK,Oklahoma,Rogers County,86905,86914,92459,658,1004,898,106,34,524,558,-6,1216,10.897644633,9.7470964941,1.1505481385,0.3690437425,5.6876153262,6.0566590687
PA,Pennsylvania,Blair County,127089,127117,121829,-674,1146,1619,-473,30,-225,-195,-6,3711,9.3806787486,13.252459768,-3.871781019,0.2455675065,-1.841756299,-1.596188792
PA,Pennsylvania,Bradford County,62622,62700,60323,-471,632,725,-93,16,-393,-377,-1,665,10.4361898,11.971894945,-1.535705145,0.2642073367,-6.489592708,-6.225385371
PA,Pennsylvania,Bucks County,625249,625256,628270,458,5694,6111,-417,536,383,919,-44,8044,9.0662870736,9.7302564641,-0.663969391,0.853447466,0.6098327975,1.4632802635
PA,Pennsylvania,Butler County,183862,183880,187853,215,1714,1976,-262,58,431,489,-12,5466,9.1293799319,10.524886082,-1.395506151,0.3089288425,2.2956608814,2.6045897239
PA,Pennsylvania,Cambria County,143679,143695,130192,-1257,1218,1727,-509,29,-774,-745,-3,5905,9.3104673962,13.201294904,-3.890827508,0.2216777951,-5.916503912,-5.694826117
PA,Pennsylvania,Cameron County,5085,5085,4447,-54,37,70,-33,8,-28,-20,-1,92,8.2700044703,15.645954403,-7.375949933,1.7881090747,-6.258381761,-4.470272687
PA,Pennsylvania,Carbon County,65249,65244,64182,7,589,801,-212,6,219,225,-6,702,9.1775283,12.480815226,-3.303286926,0.0934892526,3.412357721,3.5058469737
PA,Pennsylvania,Centre County,153990,154005,162385,-216,1147,1105,42,835,-1101,-266,8,19594,7.0587656084,6.8002929357,0.2584726727,5.1386828971,-6.775676491,-1.636993594
SC,South Carolina,South Carolina,4625364,4625366,5148714,64558,56353,50744,5609,5724,53034,58758,191,133728,11.01411432,9.9178431857,1.0962711341,1.1187477218,10.365420454,11.484168176
SC,South Carolina,Abbeville County,25417,25416,24527,-60,231,275,-44,-11,-3,-14,-2,904,9.4066864845,11.198436291,-1.791749807,-0.447937452,-0.12216476,-0.570102211
SC,South Carolina,Aiken County,160099,160129,170872,1423,1830,1824,6,140,1272,1412,5,2317,10.75455232,10.719291492,0.0352608273,0.8227526365,7.4752953829,8.2980480194
SC,South Carolina,Allendale County,10419,10419,8688,-236,81,102,-21,9,-226,-217,2,1056,9.1982739042,11.583011583,-2.384737679,1.0220304338,-25.66431978,-24.64228935
SC,South Carolina,Anderson County,187126,186922,202558,2266,2266,2200,66,67,2133,2200,0,2988,11.249844855,10.922179471,0.3276653841,0.3326300112,10.58954946,10.922179471
SC,South Carolina,Bamberg County,15987,15972,14066,-206,124,196,-72,0,-133,-133,-1,998,8.751499753,13.833015739,-5.081515986,0.0,-9.386689251,-9.386689251
SC,South Carolina,Laurens County,66537,66513,67493,603,783,850,-67,49,621,670,0,2243,11.653259713,12.65040965,-0.997149937,0.7292589092,9.242240462,9.9714993712
SC,South Carolina,Lee County,19220,19226,16828,-466,165,272,-107,2,-364,-362,3,1509,9.6711798839,15.942793506,-6.271613622,0.1172264228,-21.33520896,-21.21798253
SC,South Carolina,Lexington County,262391,262453,298750,4400,3191,2555,636,372,3398,3770,-6,2322,10.760411398,8.615747766,2.1446636318,1.2544258978,11.458438712,12.71286461
SC,South Carolina,McCormick County,10233,10229,9463,55,53,153,-100,-1,157,156,-1,981,5.6170844152,16.215356897,-10.59827248,-0.105982725,16.639287796,16.533305071
SC,South Carolina,Marion County,33062,33058,30657,-399,341,444,-103,6,-302,-296,0,202,11.051156158,14.389188664,-3.338032505,0.1944484955,-9.787240938,-9.592792442
SC,South Carolina,Marlboro County,28933,28935,26118,-274,270,310,-40,1,-234,-233,-1,2716,10.283755475,11.807274805,-1.52351933,0.0380879832,-8.912588078,-8.874500095
SC,South Carolina,Newberry County,37508,37510,38440,-3,395,454,-59,-1,58,57,-1,1291,10.275353459,11.81015309,-1.534799631,-0.026013553,1.5087860775,1.4827725245
SC,South Carolina,Oconee County,74273,74285,79546,1239,701,958,-257,150,1343,1493,3,791,8.8816810577,12.137875112,-3.256194054,1.9005023661,17.015831185,18.916333551
NC,North Carolina,Avery County,17797,17807,17557,29,130,215,-85,10,106,116,-2,2505,7.4105743195,12.255949836,-4.845375517,0.5700441784,6.0424682913,6.6125124697
NC,North Carolina,Beaufort County,47759,47784,46994,-62,439,628,-189,3,128,131,-4,510,9.3354598618,13.354598618,-4.019138756,0.0637958533,2.7219564062,2.7857522594
NC,North Carolina,Bertie County,21282,21275,18947,-159,167,268,-101,31,-89,-58,0,1385,8.7772317557,14.085617428,-5.308385673,1.6293064936,-4.677686385,-3.048379891
NC,North Carolina,Bladen County,35190,35170,32722,-429,337,468,-131,21,-316,-295,-3,289,10.231809694,14.20916005,-3.977350356,0.6375905151,-9.594219179,-8.956628664
NC,North Carolina,Brunswick County,107431,107429,142820,5940,1027,1738,-711,-36,6629,6593,58,847,7.3435824097,12.427601001,-5.084018591,-0.257418663,47.400786557,47.143367894
NC,North Carolina,Buncombe County,238318,238330,261191,1932,2413,2700,-287,108,2102,2210,9,8013,9.2727447401,10.375636468,-1.102891728,0.4150254587,8.0776251321,8.4926505908
NC,North Carolina,Burke County,90912,90837,90485,80,883,1034,-151,66,171,237,-6,3369,9.7628392946,11.432362209,-1.669522914,0.7297252474,1.8906517773,2.6203770247
NC,North Carolina,Cabarrus County,178011,178121,216453,4856,2600,1688,912,185,3756,3941,3,1562,12.148113538,7.8869290971,4.2611844411,0.8643850018,17.549351711,18.413736713
NC,North Carolina,Lenoir County,59495,59507,55949,-41,608,768,-160,42,80,122,-3,1128,10.863059345,13.721759172,-2.858699828,0.7504087047,1.4293499138,2.1797586185
NC,North Carolina,Lincoln County,78265,78014,86111,2019,834,891,-57,40,2031,2071,5,706,9.8000622786,10.469850708,-0.669788429,0.4700269678,23.86561929,24.335646258
NC,North Carolina,McDowell County,44996,45002,45756,291,437,513,-76,39,329,368,-1,1515,9.5811271527,11.247410136,-1.666282983,0.8550662676,7.2132513347,8.0683176023
NC,North Carolina,Macon County,33922,33925,35858,584,333,417,-84,44,622,666,2,316,9.3628746556,11.724680875,-2.361806219,1.2371365911,17.48861272,18.725749311
NC,North Carolina,Madison County,20764,20782,21755,90,198,240,-42,19,112,131,1,1062,9.1202210963,11.05481345,-1.934592354,0.8751727315,5.1589129433,6.0340856748
NC,North Carolina,Martin County,24505,24515,22440,-220,246,313,-67,-1,-152,-153,0,143,10.909090909,13.880266075,-2.971175166,-0.044345898,-6.740576497,-6.784922395
NC,North Carolina,Mecklenburg County,919628,919664,1110356,16606,14736,6883,7853,4335,4382,8717,36,17805,13.371407727,6.2456161364,7.1257915908,3.9335676233,3.9762153,7.9097829233
NC,North Carolina,Mitchell County,15579,15581,14964,-32,139,221,-82,19,31,50,0,188,9.2790387183,14.753004005,-5.473965287,1.2683578104,2.0694259012,3.3377837116
NC,North Carolina,Surry County,73673,73749,71783,-176,736,874,-138,40,-72,-32,-6,812,10.24056991,12.160676768,-1.920106858,0.5565527125,-1.001794882,-0.44524217
NC,North Carolina,Swain County,13981,13978,14271,22,143,221,-78,-3,103,100,0,246,10.028050491,15.497896213,-5.469845722,-0.210378682,7.2230014025,7.0126227209
NC,North Carolina,Transylvania County,33090,33089,34385,212,261,394,-133,-3,349,346,-1,1052,7.6139910733,11.493917559,-3.879926486,-0.087517139,10.181160477,10.093643338
NC,North Carolina,Tyrrell County,4407,4407,4016,-99,31,48,-17,0,-83,-83,1,622,7.6251383594,11.806665847,-4.181527487,0.0,-20.41569303,-20.41569303
NC,North Carolina,Union County,201292,201332,239859,4029,2431,1521,910,19,3115,3134,-15,2800,10.220963697,6.3949345055,3.8260291913,0.079884126,13.096792232,13.176676358
NC,North Carolina,Vance County,45422,45408,44535,-100,571,525,46,32,-177,-145,-1,800,12.806997869,11.775260738,1.0317371313,0.7177301783,-3.969945049,-3.25221487
NC,North Carolina,Wake County,900993,901052,1111761,20488,12634,6210,6424,3165,10857,14022,42,22346,11.469636874,5.6376796727,5.8319572008,2.8733101713,9.8564071185,12.72971729
NC,North Carolina,Warren County,20972,21028,19731,-88,161,267,-106,-6,27,21,-3,927,8.1415929204,13.501896334,-5.360303413,-0.303413401,1.3653603034,1.0619469027
ND,North Dakota,McIntosh County,2809,2813,2497,-69,26,46,-20,0,-49,-49,0,92,10.270590559,18.171044835,-7.900454276,0.0,-19.35611298,-19.35611298
ND,North Dakota,McKenzie County,6360,6359,15024,1430,264,64,200,-6,1232,1226,4,148,18.44992662,4.4727094835,13.977217136,-0.419316514,86.099657558,85.680341044
ND,North Dakota,McLean County,8962,8962,9450,-79,111,98,13,1,-93,-92,0,147,11.697138943,10.327203752,1.3699351915,0.1053796301,-9.800305601,-9.694925971
ND,North Dakota,Mercer County,8424,8424,8187,-79,88,81,7,-4,-82,-86,0,125,10.6971373,9.8462286513,0.8509086489,-0.486233514,-9.96778703,-10.45402054
ND,North Dakota,Morton County,27471,27469,31364,306,434,290,144,3,159,162,0,811,13.905353882,9.2915959117,4.6137579699,0.0961199577,5.0943577585,5.1904777162
ND,North Dakota,Mountrail County,7673,7663,10545,306,186,97,89,29,188,217,0,526,17.898383372,9.3341031563,8.5642802156,2.7906081601,18.090839107,20.881447267
ND,North Dakota,Nelson County,3126,3126,2879,-6,23,50,-27,25,-3,22,-1,77,7.9805690493,17.349063151,-9.368494101,8.6745315753,-1.040943789,7.6335877863
ND,North Dakota,Oliver County,1846,1848,1959,14,22,6,16,0,-1,-1,-1,2,11.270491803,3.0737704918,8.1967213115,0.0,-0.512295082,-0.512295082
NC,North Carolina,Caldwell County,83029,83058,82178,152,774,969,-195,57,294,351,-4,941,9.4272977516,11.802392146,-2.375094395,0.6942583616,3.580911549,4.2751699106
NC,North Carolina,Camden County,9980,9980,10867,191,96,63,33,11,148,159,-1,17,8.9124077427,5.8487675811,3.0636401615,1.0212133872,13.739961937,14.761175324
NC,North Carolina,Carteret County,66469,66463,69473,35,531,894,-363,22,378,400,-2,985,7.6451828869,12.871550849,-5.226367962,0.3167495735,5.4423335805,5.759083154
NC,North Carolina,Caswell County,23719,23731,22604,-30,210,245,-35,13,-5,8,-3,1340,9.2842300721,10.831601751,-1.547371679,0.5747380521,-0.221053097,0.3536849551
NC,North Carolina,Catawba County,154358,154717,159551,864,1671,1713,-42,233,679,912,-6,2587,10.501574293,10.765527687,-0.263953393,1.4643128728,4.2672465262,5.7315593989
NC,North Carolina,Chatham County,63505,63485,74470,1343,667,770,-103,-8,1448,1440,6,762,9.0381240811,10.433816405,-1.395692324,-0.108403287,19.620995007,19.512591719
NC,North Carolina,Cherokee County,27444,27447,28612,243,250,380,-130,-14,386,372,1,440,8.7748547762,13.33777926,-4.562924484,-0.491391867,13.548375774,13.056983907
NC,North Carolina,Chowan County,14793,14793,13943,-122,136,191,-55,0,-66,-66,-1,249,9.7115109969,13.638960297,-3.9274493,0.0,-4.71293916,-4.71293916
NC,North Carolina,Montgomery County,27798,27782,27173,96,268,269,-1,-4,102,98,-1,938,9.8801843318,9.9170506912,-0.036866359,-0.147465438,3.7603686636,3.6129032258
NC,North Carolina,Moore County,88247,88250,100880,2075,1139,1169,-30,78,2023,2101,4,784,11.407967549,11.708440794,-0.300473245,0.7812304379,20.261912512,21.04314295
NC,North Carolina,Nash County,95840,95829,94298,204,1061,1041,20,31,159,190,-6,2206,11.26374793,11.051424689,0.2123232409,0.3291010234,1.6879697652,2.0170707886
NC,North Carolina,New Hanover County,202667,202683,234473,2217,2197,2034,163,126,1915,2041,13,8468,9.4144567833,8.7159786514,0.6984781318,0.5399278811,8.2060467638,8.7459746448
NC,North Carolina,Northampton County,22099,22106,19483,-215,173,297,-124,7,-97,-90,-1,770,8.8308108522,15.160409382,-6.32959853,0.357316046,-4.951379495,-4.594063449
NC,North Carolina,Onslow County,177772,177801,197938,1023,3951,1094,2857,-2,-1813,-1815,-19,20497,20.012510985,5.5413027127,14.471208272,-0.010130352,-9.183164367,-9.19329472
NC,North Carolina,Orange County,133801,133693,148476,496,1158,855,303,499,-305,194,-1,10828,7.8122891761,5.768140972,2.0441482041,3.3664354913,-2.057640932,1.3087945597
NC,North Carolina,Pamlico County,13144,13143,12726,93,79,157,-78,2,169,171,0,707,6.230529595,12.382191727,-6.151662132,0.1577349265,13.328601286,13.486336212
NC,North Carolina,Washington County,13228,13193,11580,-189,129,155,-26,-8,-154,-162,-1,145,11.049723757,13.276799863,-2.227076106,-0.685254186,-13.19114309,-13.87639728
NC,North Carolina,Watauga County,51079,51061,56177,143,381,401,-20,43,121,164,-1,5848,6.7907780877,7.1472493784,-0.356471291,0.766413275,2.1566513087,2.9230645837
NC,North Carolina,Wayne County,122623,122661,123131,-106,1608,1384,224,214,-542,-328,-2,2465,13.05364333,11.235225354,1.8184179764,1.7372386024,-4.399922068,-2.662683465
NC,North Carolina,Wilkes County,69340,69310,68412,-151,670,817,-147,52,-50,2,-6,915,9.7828070816,11.929184158,-2.146377076,0.7592626392,-0.73006023,0.0292024092
NC,North Carolina,Wilson County,81234,81224,81801,409,944,944,0,77,336,413,-4,1540,11.569123676,11.569123676,0.0,0.9436679269,4.1178236812,5.0614916081
NC,North Carolina,Yadkin County,38406,38409,37667,186,379,426,-47,18,218,236,-3,276,10.086762123,11.337627083,-1.25086496,0.4790546655,5.8018842817,6.2809389471
NC,North Carolina,Yancey County,17818,17817,18069,196,181,211,-30,-2,227,225,1,152,10.071782316,11.741138501,-1.669356185,-0.111290412,12.6314618,12.520171387
ND,North Dakota,North Dakota,672591,672576,762062,3982,10536,6250,4286,951,-1267,-316,12,24335,13.861862905,8.2229160171,5.6389468879,1.2511989012,-1.666949535,-0.415750634
ND,North Dakota,Pembina County,7413,7403,6801,-94,70,84,-14,14,-94,-80,0,148,10.221962617,12.26635514,-2.044392523,2.0443925234,-13.72663551,-11.68224299
ND,North Dakota,Pierce County,4357,4359,3975,-95,41,55,-14,0,-82,-82,1,239,10.192666252,13.673088875,-3.480422623,0.0,-20.3853325,-20.3853325
ND,North Dakota,Ramsey County,11451,11451,11519,-61,174,130,44,19,-123,-104,-1,452,15.065587255,11.255898524,3.8096887311,1.6450928612,-10.64981168,-9.004718819
ND,North Dakota,Ransom County,5457,5457,5218,-6,49,73,-24,1,17,18,0,155,9.3851752538,13.981995786,-4.596820532,0.1915341889,3.2560812105,3.4476153993
ND,North Dakota,Renville County,2470,2470,2327,-31,17,26,-9,0,-22,-22,0,54,7.257203842,11.099252935,-3.842049093,0.0,-9.39167556,-9.39167556
ND,North Dakota,Richland County,16321,16321,16177,-52,190,126,64,-7,-109,-116,0,885,11.726223539,7.7763377152,3.9498858236,-0.432018762,-6.727149293,-7.159168055
ND,North Dakota,Rolette County,13937,13939,14176,-173,226,187,39,0,-213,-213,1,121,15.845749343,13.111305872,2.7344434706,0.0,-14.93426819,-14.93426819
ND,North Dakota,Sargent County,3829,3829,3898,47,45,33,12,3,31,34,1,38,11.614401858,8.5172280294,3.0971738289,0.7742934572,8.0010323913,8.7753258485
NC,North Carolina,Clay County,10587,10590,11231,107,87,163,-76,-8,189,181,2,112,7.7834936256,14.582867367,-6.799373742,-0.715723552,16.908968911,16.193245359
NC,North Carolina,Cleveland County,98078,98032,97947,428,1102,1219,-117,44,504,548,-3,1894,11.275618266,12.47275741,-1.197139144,0.450206174,5.1569070836,5.6071132575
NC,North Carolina,Columbus County,58098,58124,55508,-311,558,761,-203,18,-124,-106,-2,3108,10.024522353,13.671436399,-3.646914046,0.3233716888,-2.227671634,-1.904299945
NC,North Carolina,Craven County,103505,103498,102139,-199,1340,1035,305,20,-514,-494,-10,5261,13.106608567,10.123387961,2.9832206067,0.1956210234,-5.027460301,-4.831839278
NC,North Carolina,Cumberland County,319431,319431,335509,2079,5376,2644,2732,330,-978,-648,-5,16690,16.073214449,7.9050556179,8.1681588306,0.9866370476,-2.924033432,-1.937396384
NC,North Carolina,Currituck County,23547,23547,27763,747,268,243,25,-13,733,720,2,129,9.7847715365,8.8720129977,0.9127585389,-0.47463444,26.762080359,26.287445919
NC,North Carolina,Dare County,33920,33920,37009,402,332,360,-28,40,390,430,0,150,9.0197783091,9.7804825038,-0.760704195,1.0867202782,10.595522712,11.682242991
NC,North Carolina,Davidson County,162878,162822,167609,1251,1764,1815,-51,-18,1322,1304,-2,1579,10.563917992,10.86933739,-0.305419398,-0.107795082,7.9169498783,7.8091547967
NC,North Carolina,Pasquotank County,40661,40661,39824,241,463,370,93,34,112,146,2,1955,11.661440427,9.3190776632,2.342362764,0.8563476772,2.8209099953,3.6772576725
NC,North Carolina,Pender County,52217,52196,63060,1043,647,556,91,-2,957,955,-3,1064,10.345627094,8.8905234376,1.4551036561,-0.0319803,15.302573615,15.270593315
NC,North Carolina,Perquimans County,13453,13452,13463,82,116,146,-30,-8,122,114,-2,72,8.6425271942,10.877663537,-2.235136343,-0.596036358,9.0895544628,8.4935181046
NC,North Carolina,Person County,39464,39476,39490,54,417,448,-31,-8,94,86,-1,448,10.566860097,11.352406051,-0.785545954,-0.202721537,2.3819780554,2.1792565188
NC,North Carolina,Pitt County,168148,168176,180742,1167,2053,1432,621,101,444,545,1,6324,11.395521166,7.9485564101,3.446964756,0.5606174563,2.4644965405,3.0251139968
NC,North Carolina,Polk County,20510,20516,20724,56,155,308,-153,13,195,208,1,344,7.4893699266,14.882102822,-7.392732895,0.6281407035,9.4221105528,10.050251256
NC,North Carolina,Randolph County,141752,141824,143667,418,1538,1573,-35,48,414,462,-9,1257,10.720907862,10.964881708,-0.243973846,0.3345927031,2.8858620642,3.2204547672
NC,North Carolina,Richmond County,46639,46647,44829,-59,559,556,3,3,-64,-61,-1,1103,12.461406422,12.394529465,0.0668769575,0.0668769575,-1.426708428,-1.35983147
ND,North Dakota,Adams County,2343,2343,2216,-60,20,28,-8,6,-59,-53,1,48,8.9047195013,12.466607302,-3.561887801,2.6714158504,-26.26892253,-23.59750668
ND,North Dakota,Barnes County,11066,11064,10415,-112,90,126,-36,-6,-69,-75,-1,535,8.5951676058,12.033234648,-3.438067042,-0.573011174,-6.589628498,-7.162639671
ND,North Dakota,Benson County,6660,6660,6832,-126,139,69,70,1,-197,-196,0,16,20.159535896,10.007251632,10.152284264,0.1450326323,-28.57142857,-28.42639594
ND,North Dakota,Billings County,783,784,928,10,10,5,5,2,4,6,-1,9,10.834236186,5.4171180932,5.4171180932,2.1668472373,4.3336944745,6.5005417118
ND,North Dakota,Bottineau County,6429,6429,6282,-116,61,90,-29,4,-91,-87,0,223,9.6214511041,14.195583596,-4.574132492,0.6309148265,-14.3533123,-13.72239748
ND,North Dakota,Bowman County,3151,3151,3024,-43,35,34,1,0,-45,-45,1,61,11.492365786,11.164012477,0.3283533082,0.0,-14.77589887,-14.77589887
ND,North Dakota,Burke County,1968,1968,2115,21,26,17,9,0,12,12,0,2,12.354478498,8.077928249,4.2765502495,0.0,5.7020669993,5.7020669993
ND,North Dakota,Burleigh County,81308,81308,95626,350,1180,759,421,131,-201,-70,-1,3869,12.362363935,7.9517239212,4.4106400142,1.3724319284,-2.105792501,-0.733360572
ND,North Dakota,Sheridan County,1321,1321,1315,-27,12,7,5,0,-33,-33,1,3,9.0327436959,5.2691004893,3.7636432066,0.0,-24.84004516,-24.84004516
ND,North Dakota,Sioux County,4153,4154,4230,-147,78,74,4,2,-156,-154,3,54,18.124782154,17.195306146,0.9294760079,0.464738004,-36.24956431,-35.7848263
ND,North Dakota,Slope County,727,727,750,-11,8,0,8,1,-20,-19,0,0,10.589013898,0.0,10.589013898,1.3236267373,-26.47253475,-25.14890801
ND,North Dakota,Stark County,24199,24199,31489,596,506,234,272,33,293,326,-2,551,16.222628322,7.5021640858,8.7204642365,1.0579974993,9.3937353724,10.451732872
ND,North Dakota,Steele County,1975,1975,1890,-2,20,6,14,0,-17,-17,1,0,10.576414595,3.1729243786,7.4034902168,0.0,-8.989952406,-8.989952406
ND,North Dakota,Stutsman County,21100,21100,20704,-171,223,214,9,8,-189,-181,1,1646,10.726568701,10.293657856,0.4329108444,0.3848096395,-9.091127733,-8.706318093
ND,North Dakota,Towner County,2246,2246,2189,4,20,23,-3,14,-7,7,0,32,9.1449474166,10.516689529,-1.371742112,6.4014631916,-3.200731596,3.2007315958
ND,North Dakota,Traill County,8121,8121,8036,16,87,83,4,4,8,12,0,305,10.837070254,10.33881415,0.4982561036,0.4982561036,0.9965122073,1.4947683109
NC,North Carolina,Davie County,41240,41221,42846,283,385,406,-21,3,303,306,-2,308,9.0154433374,9.5071947921,-0.491751455,0.0702502078,7.0952709902,7.165521198
NC,North Carolina,Duplin County,58505,58417,58741,-250,664,593,71,121,-442,-321,0,361,11.279855944,10.073726769,1.2061291747,2.0555159175,-7.508578806,-5.453062889
NC,North Carolina,Durham County,267587,270001,321488,4509,4186,2235,1951,1376,1176,2552,6,14191,13.112658916,7.00114493,6.1115139858,4.3103245743,3.6838239095,7.9941484838
NC,North Carolina,Edgecombe County,56552,56539,51472,-512,589,634,-45,16,-484,-468,1,918,11.386483143,12.256418187,-0.869935045,0.3093102382,-9.356634705,-9.047324466
NC,North Carolina,Forsyth County,350670,350638,382295,3079,4356,3339,1017,333,1734,2067,-5,10923,11.440412548,8.7694071392,2.671005409,0.8745769923,4.5541036177,5.42868061
NC,North Carolina,Franklin County,60619,60563,69685,2060,725,642,83,103,1867,1970,7,1473,10.56004661,9.3511033428,1.2089432671,1.5002548977,27.193940718,28.694195616
NC,North Carolina,Gaston County,206086,206098,224529,1899,2580,2422,158,59,1679,1738,3,3412,11.5395195,10.832835747,0.7066837523,0.2638882366,7.5096330388,7.7735212754
NC,North Carolina,Gates County,12197,12185,11562,-1,96,142,-46,6,40,46,-1,60,8.3027027027,12.281081081,-3.978378378,0.5189189189,3.4594594595,3.9783783784
VA,Virginia,Bristol city,17835,17738,16762,77,126,235,-109,-8,194,186,0,225,7.5343080097,14.052082399,-6.517774389,-0.478368763,11.600442491,11.122073729
VA,Virginia,Buena Vista city,6650,6607,6478,-16,91,74,17,-5,-27,-32,-1,490,14.030218933,11.409189023,2.6210299106,-0.77089115,-4.162812211,-4.933703361
VA,Virginia,Charlottesville city,43475,43425,47266,-240,568,312,256,184,-681,-497,1,2423,11.986662727,6.5842231883,5.4024395391,3.8830034187,-14.37133331,-10.48832989
VA,Virginia,Chesapeake city,222209,222311,244835,2476,2865,1920,945,94,1458,1552,-21,4313,11.761228587,7.8818704664,3.8793581202,0.3858832416,5.9852953854,6.371178627
VA,Virginia,Colonial Heights city,17411,17410,17370,-134,281,210,71,7,-212,-205,0,171,16.115157424,12.043356082,4.071801342,0.4014452027,-12.15805471,-11.75660951
VA,Virginia,Covington city,5961,5951,5538,-40,67,73,-6,6,-39,-33,-1,87,12.054695934,13.134220943,-1.079525009,1.079525009,-7.016912558,-5.937387549
VA,Virginia,Danville city,43055,43071,40044,-605,443,658,-215,21,-410,-389,-1,1578,10.979886731,16.308725664,-5.328838933,0.5204912446,-10.16197192,-9.641480674
VA,Virginia,Emporia city,5927,5925,5346,-17,51,72,-21,-3,9,6,-2,246,9.5246988514,13.446633673,-3.921934821,-0.560276403,1.6808292091,1.1205528061
WA,Washington,Benton County,175177,175168,204390,3104,2578,1467,1111,256,1740,1996,-3,1422,12.709650066,7.2323726323,5.4772774332,1.2620909297,8.5782742879,9.8403652176
WA,Washington,Chelan County,72453,72460,77200,448,851,687,164,7,279,286,-2,931,11.055393889,8.9248596965,2.1305341925,0.090937435,3.6245063396,3.7154437747
WA,Washington,Clallam County,71404,71396,77331,780,632,1061,-429,44,1162,1206,3,1818,8.2140861179,13.78978698,-5.575700862,0.571866755,15.102481122,15.674347877
